120.04	-42.8
120.16	-39.48
120.25	-37.67
120.26	-36.92
120.26	-36.7
120.3	-39.67
120.34	-37.69
120.4	-40.55
120.4	-36.37
120.42	-36.91
120.49	-40.52
120.49	-42.44
120.49	-41.68
120.64	-37.06
120.67	-36.95
120.67	-40.07
120.71	-40.28
120.73	-40.13
120.73	-42.41
120.84	-39.65
120.91	-37.25
120.92	-37.71
120.95	-36.19
120.97	-39.76
121.02	-41.44
121.09	-39.66
121.1	-37.25
121.11	-42.48
121.11	-36.38
121.11	-38.62
121.14	-39.54
121.25	-38.9
121.26	-38.69
121.3	-37.9
121.31	-39.81
121.43	-42.36
121.48	-38.86
121.55	-41.97
121.56	-37.26
121.56	-36.51
121.57	-37.7
121.58	-41.52
121.64	-37.88
121.66	-40.38
121.79	-40.4
121.88	-42.7
121.92	-39.98
121.93	-39.6
121.94	-37.65
121.95	-40.59
121.95	-40.79
122.18	-37.71
122.2	-36.55
122.21	-42.1
122.32	-38.41
122.33	-42.12
122.37	-40.15
122.49	-38.23
122.52	-41.96
122.54	-40.83
122.59	-39.1
122.7	-41.69
122.78	-40.09
122.79	-37.44
122.8	-37.03
122.81	-38.82
122.83	-39.31
122.84	-37.08
122.84	-38.62
122.88	-40.41
122.93	-40.22
122.95	-42.64
123.02	-39.62
123.06	-41.81
123.14	-39.59
123.17	-38.33
123.18	-38.5
123.2	-39.81
123.21	-36.44
123.23	-41.83
123.29	-37.42
123.3	-41.98
123.3	-40.85
123.34	-37.6
123.35	-36.76
123.39	-36.27
123.4	-37.12
123.54	-41.17
123.58	-37.03
123.61	-37.9
123.63	-42.15
123.65	-41.75
123.68	-41.97
123.69	-39.74
123.69	-39.74
123.8	-42.11
123.84	-38.79
123.84	-36.23
123.95	-39.75
123.99	-36.79
